   0.48998720E-03  0.46985999E+00  0.30389085E-01 -0.17748091E-01  0.00000000E+00  0.13569378E+01  0.18117985E+01  0.36643062E+01  0.51021743E+04  0.40000000E+01  0.24581556E+00 -0.10000066E+01  0.71948957E+00 -0.12999904E+00  0.62069419E-03 -0.51367835E-04 -0.29444576E-04 -0.58665972E-06  0.73653467E-01  0.10760092E+00 -0.97228825E-04 -0.23046875E+00
   0.52702875E-03  0.50537997E+00  0.30790383E-01 -0.17982461E-01  0.00000000E+00  0.13581034E+01  0.18117985E+01  0.36583681E+01  0.48855396E+04  0.38191266E+01  0.24479659E+00 -0.10223683E+01  0.73478401E+00 -0.13293664E+00  0.68936136E-03  0.73467664E-01  0.96528389E-01  0.24297221E+00  0.68348080E-01  0.10303226E+00 -0.98806609E-04 -0.23101807E+00
   0.56660437E-03  0.54332995E+00  0.31201033E-01 -0.18221932E-01  0.00000000E+00  0.13592958E+01  0.18111203E+01  0.36529882E+01  0.46807700E+04  0.36553240E+01  0.24424891E+00 -0.10238091E+01  0.73408151E+00 -0.13344996E+00  0.75822655E-03  0.94073765E-01  0.99629752E-01  0.22287109E+00  0.63459314E-01  0.98713830E-01 -0.10049232E-03 -0.23159790E+00
   0.60890190E-03  0.58389002E+00  0.31623390E-01 -0.18467832E-01  0.00000000E+00  0.13605289E+01  0.18095754E+01  0.36481621E+01  0.44879619E+04  0.35082073E+01  0.15685947E+00 -0.10282197E+01  0.73537284E+00 -0.13494423E+00  0.82479307E-03  0.11644066E+00  0.10452154E+00  0.20061778E+00  0.58946922E-01  0.94647653E-01 -0.97871394E-04 -0.23220825E+00
   0.65414008E-03  0.62726998E+00  0.32066733E-01 -0.18725503E-01  0.17938784E-02  0.13618679E+01  0.18070027E+01  0.36437521E+01  0.43065420E+04  0.33726192E+01 -0.24745786E+00 -0.10184326E+01  0.72640115E+00 -0.13177900E+00  0.89374807E-03  0.13032222E+00  0.10604917E+00  0.17307961E+00  0.54771926E-01  0.90821646E-01 -0.70341164E-04 -0.23107910E+00
   0.70250692E-03  0.67365003E+00  0.32539122E-01 -0.18999552E-01  0.10132301E-01  0.13633800E+01  0.18035566E+01  0.36397736E+01  0.41345098E+04  0.32395909E+01 -0.58860153E+00 -0.10114522E+01  0.71936643E+00 -0.12948650E+00  0.96034433E-03  0.13705185E+00  0.10436386E+00  0.15566514E+00  0.50909534E-01  0.87193616E-01 -0.45740147E-04 -0.22348022E+00
   0.75418985E-03  0.72320998E+00  0.33034340E-01 -0.19286284E-01  0.18709475E-01  0.13650173E+01  0.17997084E+01  0.36361825E+01  0.39697866E+04  0.31115537E+01 -0.58833402E+00 -0.10201190E+01  0.72332257E+00 -0.13238283E+00  0.10206848E-02  0.14199404E+00  0.10349125E+00  0.14855641E+00  0.47338910E-01  0.83719738E-01 -0.42561918E-04 -0.21566772E+00
   0.80943934E-03  0.77618998E+00  0.33545371E-01 -0.19581549E-01  0.27538953E-01  0.13667150E+01  0.17955964E+01  0.36326890E+01  0.38118738E+04  0.29911633E+01 -0.58803236E+00 -0.10198847E+01  0.72078449E+00 -0.13226911E+00  0.10809714E-02  0.14420785E+00  0.10287781E+00  0.13966534E+00  0.44031214E-01  0.80389477E-01 -0.41045139E-04 -0.20764160E+00
   0.86850562E-03  0.83283001E+00  0.34072749E-01 -0.19885572E-01  0.36633331E-01  0.13684763E+01  0.17912033E+01  0.36292696E+01  0.36607847E+04  0.28782997E+01 -0.58771551E+00 -0.10194312E+01  0.71793771E+00 -0.13214633E+00  0.11389159E-02  0.14619699E+00  0.10239786E+00  0.13079102E+00  0.40964790E-01  0.77203125E-01 -0.40215753E-04 -0.19943237E+00
   0.93163893E-03  0.89336997E+00  0.34617096E-01 -0.20198621E-01  0.46004295E-01  0.13703046E+01  0.17865233E+01  0.36259062E+01  0.35165559E+04  0.27728503E+01 -0.58738232E+00 -0.10189483E+01  0.71490580E+00 -0.13201526E+00  0.11945758E-02  0.14780980E+00  0.10195546E+00  0.12195920E+00  0.38120948E-01  0.74161448E-01 -0.39565741E-04 -0.19097900E+00
   0.99912088E-03  0.95807999E+00  0.35179276E-01 -0.20521088E-01  0.55667520E-01  0.13722038E+01  0.17815495E+01  0.36225750E+01  0.33791609E+04  0.26746547E+01 -0.58702981E+00 -0.10184284E+01  0.71167362E+00 -0.13186523E+00  0.12480284E-02  0.14903544E+00  0.10155480E+00  0.11319555E+00  0.35481907E-01  0.71263894E-01 -0.39119834E-04 -0.18228149E+00
   0.10712644E-02  0.10272601E+01  0.35760313E-01 -0.20853449E-01  0.65642275E-01  0.13741784E+01  0.17762731E+01  0.36192501E+01  0.32485317E+04  0.25835228E+01 -0.58665544E+00 -0.10178562E+01  0.70821971E+00 -0.13170022E+00  0.12993685E-02  0.14986730E+00  0.10118648E+00  0.10452755E+00  0.33031132E-01  0.68509027E-01 -0.38911705E-04 -0.17333984E+00
   0.11483821E-02  0.11012100E+01  0.36361191E-01 -0.21196138E-01  0.75947165E-01  0.13762333E+01  0.17706879E+01  0.36159027E+01  0.31246228E+04  0.24992800E+01 -0.58625591E+00 -0.10172340E+01  0.70453686E+00 -0.13153416E+00  0.13486621E-02  0.15030240E+00  0.10086186E+00  0.95986716E-01  0.30754315E-01  0.65895885E-01 -0.38687049E-04 -0.16412354E+00
   0.12308183E-02  0.11802599E+01  0.36983088E-01 -0.21549685E-01  0.86604662E-01  0.13783741E+01  0.17647859E+01  0.36124990E+01  0.30073513E+04  0.24217265E+01 -0.58582979E+00 -0.10165644E+01  0.70061415E+00 -0.13135968E+00  0.13959993E-02  0.15033416E+00  0.10058774E+00  0.87604798E-01  0.28637990E-01  0.63422717E-01 -0.38464852E-04 -0.15463257E+00
   0.13189485E-02  0.12647700E+01  0.37627388E-01 -0.21914717E-01  0.97641014E-01  0.13806069E+01  0.17585585E+01  0.36090009E+01  0.28966089E+04  0.23506477E+01 -0.58537555E+00 -0.10158476E+01  0.69643545E+00 -0.13117081E+00  0.14414677E-02  0.14995979E+00  0.10036334E+00  0.79414643E-01  0.26669718E-01  0.61087247E-01 -0.38275117E-04 -0.14480591E+00
   0.14131479E-02  0.13551000E+01  0.38295437E-01 -0.22291819E-01  0.10908243E+00  0.13829383E+01  0.17519989E+01  0.36053662E+01  0.27923059E+04  0.22858422E+01 -0.58488941E+00 -0.10150709E+01  0.69198465E+00 -0.13096988E+00  0.14851406E-02  0.14918058E+00  0.10019711E+00  0.71452253E-01  0.24838623E-01  0.58887579E-01 -0.38374928E-04 -0.13467407E+00
   0.15138546E-02  0.14516701E+01  0.38989007E-01 -0.22681786E-01  0.12096298E+00  0.13853760E+01  0.17450982E+01  0.36015444E+01  0.26942979E+04  0.22270763E+01 -0.58436787E+00 -0.10142320E+01  0.68724447E+00 -0.13074525E+00  0.15270967E-02  0.14800490E+00  0.10009953E+00  0.63751437E-01  0.23134032E-01  0.56820665E-01 -0.38479502E-04 -0.12417603E+00
   0.16214753E-02  0.15548699E+01  0.39709650E-01 -0.23085266E-01  0.13331355E+00  0.13879271E+01  0.17378508E+01  0.35974822E+01  0.26024858E+04  0.21741452E+01 -0.58380938E+00 -0.10133317E+01  0.68219936E+00 -0.13050832E+00  0.15673909E-02  0.14644173E+00  0.10007816E+00  0.56350507E-01  0.21547101E-01  0.54884419E-01 -0.38401788E-04 -0.11328125E+00
   0.17365420E-02  0.16652100E+01  0.40459767E-01 -0.23503343E-01  0.14618027E+00  0.13906026E+01  0.17302457E+01  0.35931158E+01  0.25166794E+04  0.21267939E+01 -0.58321172E+00 -0.10123481E+01  0.67681968E+00 -0.13026482E+00  0.16061013E-02  0.14449541E+00  0.10013562E+00  0.49281243E-01  0.20068301E-01  0.53074829E-01 -0.38193568E-04 -0.10198975E+00
   0.18595549E-02  0.17831699E+01  0.41241527E-01 -0.23936927E-01  0.15960649E+00  0.13934121E+01  0.17222764E+01  0.35883758E+01  0.24367388E+04  0.20847971E+01 -0.58256924E+00 -0.10112778E+01  0.67108572E+00 -0.13000356E+00  0.16432718E-02  0.14218205E+00  0.10027691E+00  0.42579215E-01  0.18689867E-01  0.51388938E-01 -0.38194670E-04 -0.90209961E-01
   0.19910461E-02  0.19092599E+01  0.42057350E-01 -0.24387030E-01  0.17364052E+00  0.13963668E+01  0.17139369E+01  0.35831840E+01  0.23625120E+04  0.20479250E+01 -0.58187842E+00 -0.10101212E+01  0.66497892E+00 -0.12972702E+00  0.16789401E-02  0.13952267E+00  0.10051059E+00  0.36277745E-01  0.17404590E-01  0.49823552E-01 -0.38284859E-04 -0.77941895E-01
   0.21316102E-02  0.20440500E+01  0.42910084E-01 -0.24854837E-01  0.18833931E+00  0.13994795E+01  0.17052199E+01  0.35774531E+01  0.22938237E+04  0.20159342E+01 -0.58113676E+00 -0.10088639E+01  0.65847760E+00 -0.12943219E+00  0.17131260E-02  0.13654551E+00  0.10084417E+00  0.30406751E-01  0.16205570E-01  0.48374970E-01 -0.38191160E-04 -0.65124512E-01
   0.22818411E-02  0.21881099E+01  0.43802653E-01 -0.25341514E-01  0.20376202E+00  0.14027630E+01  0.16961209E+01  0.35710859E+01  0.22305073E+04  0.19885857E+01 -0.58033866E+00 -0.10074996E+01  0.65156245E+00 -0.12911153E+00  0.17458361E-02  0.13328403E+00  0.10128168E+00  0.24994405E-01  0.15086750E-01  0.47039676E-01 -0.38058475E-04 -0.51696777E-01
   0.24424589E-02  0.23421299E+01  0.44738770E-01 -0.25848592E-01  0.21998340E+00  0.14062337E+01  0.16866306E+01  0.35639718E+01  0.21723525E+04  0.19656177E+01 -0.57947868E+00 -0.10060148E+01  0.64419860E+00 -0.12876727E+00  0.17770783E-02  0.12977518E+00  0.10182548E+00  0.20061102E-01  0.14041959E-01  0.45813240E-01 -0.38021328E-04 -0.37597656E-01
   0.26141515E-02  0.25067701E+01  0.45722071E-01 -0.26377451E-01  0.23707800E+00  0.14099076E+01  0.16767446E+01  0.35559912E+01  0.21191714E+04  0.19467769E+01 -0.57855195E+00 -0.10044017E+01  0.63635951E+00 -0.12840635E+00  0.18068167E-02  0.12606418E+00  0.10248124E+00  0.15624231E-01  0.13066047E-01  0.44691689E-01 -0.37900882E-04 -0.22796631E-01
   0.27976700E-02  0.26827500E+01  0.46756651E-01 -0.26929636E-01  0.25513047E+00  0.14138031E+01  0.16664569E+01  0.35470123E+01  0.20707549E+04  0.19317954E+01 -0.57755423E+00 -0.10026448E+01  0.62802112E+00 -0.12801886E+00  0.18350109E-02  0.12220024E+00  0.10324109E+00  0.11694248E-01  0.12154114E-01  0.43670621E-01 -0.37726870E-04 -0.71411133E-02
