   0.61400342E-02  0.12208748E+01  0.70545525E+02  0.37719786E+00 -0.39140963E-06  0.16171608E-01 -0.93664369E-02  0.18688260E-01  0.14012985E-44
   0.66042026E-02  0.11436440E+01  0.63963871E+02  0.37719786E+00  0.59497184E-02  0.16511589E-01 -0.95633511E-02  0.19081149E-01  0.14012985E-44
   0.71001253E-02  0.10710775E+01  0.57882225E+02  0.37611753E+00  0.18062834E-01  0.16859656E-01 -0.97647123E-02  0.19483265E-01  0.14012985E-44
   0.76301554E-02  0.10029643E+01  0.52273708E+02  0.37404612E+00  0.28545536E-01  0.17216561E-01 -0.99709313E-02  0.19895462E-01  0.14012985E-44
   0.81970366E-02  0.93909395E+00  0.47111431E+02  0.37107068E+00  0.37493702E-01  0.17582929E-01 -0.10182339E-01  0.20318450E-01  0.14012985E-44
   0.88031208E-02  0.87933528E+00  0.42374855E+02  0.36728099E+00  0.44996690E-01  0.17958926E-01 -0.10398999E-01  0.20752402E-01  0.14012985E-44
   0.94507607E-02  0.82356477E+00  0.38043758E+02  0.36276972E+00  0.51151667E-01  0.18344548E-01 -0.10620873E-01  0.21197297E-01  0.14012985E-44
   0.10143093E-01  0.77160400E+00  0.34093513E+02  0.35762587E+00  0.56069031E-01  0.18740067E-01 -0.10848082E-01  0.21653429E-01  0.14012985E-44
   0.10883252E-01  0.72329783E+00  0.30501352E+02  0.35193899E+00  0.59860937E-01  0.19145533E-01 -0.11080610E-01  0.22120835E-01  0.14012985E-44
   0.11674376E-01  0.67850292E+00  0.27245472E+02  0.34579912E+00  0.62639646E-01  0.19560780E-01 -0.11318320E-01  0.22599304E-01  0.14012985E-44
   0.12519994E-01  0.63706166E+00  0.24303211E+02  0.33929276E+00  0.64519860E-01  0.19985635E-01 -0.11561063E-01  0.23088608E-01  0.14012985E-44
   0.13424025E-01  0.59880972E+00  0.21651785E+02  0.33250213E+00  0.65615445E-01  0.20419871E-01 -0.11808663E-01  0.23588466E-01  0.14012985E-44
   0.14390388E-01  0.56359398E+00  0.19269625E+02  0.32550728E+00  0.66037707E-01  0.20863041E-01 -0.12060809E-01  0.24098331E-01  0.14012985E-44
   0.15423397E-01  0.53125471E+00  0.17135248E+02  0.31838244E+00  0.65895610E-01  0.21314627E-01 -0.12317152E-01  0.24617586E-01  0.14012985E-44
   0.16527757E-01  0.50163037E+00  0.15227683E+02  0.31119522E+00  0.65291904E-01  0.21774042E-01 -0.12577298E-01  0.25145523E-01  0.14012985E-44
   0.17708171E-01  0.47456825E+00  0.13527268E+02  0.30400893E+00  0.64324029E-01  0.22240467E-01 -0.12840725E-01  0.25681172E-01  0.14012985E-44
   0.18970128E-01  0.44990695E+00  0.12014563E+02  0.29687700E+00  0.63083850E-01  0.22713164E-01 -0.13106952E-01  0.26223654E-01  0.28025969E-44
   0.20318722E-01  0.42750207E+00  0.10672013E+02  0.28984979E+00  0.61656721E-01  0.23191020E-01 -0.13375290E-01  0.26771661E-01  0.28025969E-44
   0.21760624E-01  0.40719289E+00  0.94819460E+01  0.28296426E+00  0.60118936E-01  0.23673277E-01 -0.13645245E-01  0.27324289E-01  0.28025969E-44
   0.23302101E-01  0.38883847E+00  0.84287462E+01  0.27625492E+00  0.58541868E-01  0.24158806E-01 -0.13916123E-01  0.27880214E-01  0.28025969E-44
   0.24949819E-01  0.37230244E+00  0.74979081E+01  0.26974994E+00  0.56989241E-01  0.24646439E-01 -0.14187202E-01  0.28438067E-01  0.28025969E-44
   0.26711229E-01  0.35745147E+00  0.66759186E+01  0.26347113E+00  0.55517491E-01  0.25135059E-01 -0.14457797E-01  0.28996535E-01  0.28025969E-44
   0.28593775E-01  0.34416327E+00  0.59506626E+01  0.25743809E+00  0.54177992E-01  0.25623405E-01 -0.14727144E-01  0.29554147E-01  0.28025969E-44
   0.30606478E-01  0.33231613E+00  0.53107934E+01  0.25166550E+00  0.53014167E-01  0.26110465E-01 -0.14994619E-01  0.30109717E-01  0.42038954E-44
   0.32757960E-01  0.32180336E+00  0.47464519E+01  0.24617153E+00  0.52065372E-01  0.26594957E-01 -0.15259462E-01  0.30661751E-01  0.42038954E-44
   0.35057630E-01  0.31252468E+00  0.42487254E+01  0.24097714E+00  0.51365342E-01  0.27075667E-01 -0.15520943E-01  0.31208836E-01  0.42038954E-44
   0.37516076E-01  0.30438602E+00  0.38095882E+01  0.23610912E+00  0.50941560E-01  0.27551476E-01 -0.15778402E-01  0.31749673E-01  0.42038954E-44
   0.40144268E-01  0.29730302E+00  0.34220212E+01  0.23160650E+00  0.50817225E-01  0.28021168E-01 -0.16031127E-01  0.32282859E-01  0.56051939E-44
   0.42955149E-01  0.29119655E+00  0.30797176E+01  0.22752306E+00  0.51012453E-01  0.28483685E-01 -0.16278500E-01  0.32807160E-01  0.56051939E-44
   0.45958132E-01  0.28600258E+00  0.27776246E+01  0.22394012E+00  0.51541429E-01  0.28937241E-01 -0.16519522E-01  0.33320542E-01  0.56051939E-44
   0.49164969E-01  0.28165624E+00  0.25110598E+01  0.22096153E+00  0.52415464E-01  0.29380331E-01 -0.16753372E-01  0.33821285E-01  0.70064923E-44
   0.52599184E-01  0.27808574E+00  0.22752542E+01  0.21871385E+00  0.53656414E-01  0.29812733E-01 -0.16979899E-01  0.34309123E-01  0.70064923E-44
   0.56264702E-01  0.27524424E+00  0.20674708E+01  0.21736774E+00  0.55282656E-01  0.30231532E-01 -0.17197575E-01  0.34780771E-01  0.70064923E-44
   0.60188964E-01  0.27306408E+00  0.18840313E+01  0.21710163E+00  0.57338983E-01  0.30636493E-01 -0.17406274E-01  0.35235964E-01  0.84077908E-44
   0.64379804E-01  0.27148929E+00  0.17227308E+01  0.21809781E+00  0.59891801E-01  0.31025181E-01 -0.17604766E-01  0.35671972E-01  0.98090893E-44
   0.68860747E-01  0.27045134E+00  0.15809604E+01  0.22050162E+00  0.62927119E-01  0.31396888E-01 -0.17792728E-01  0.36088027E-01  0.98090893E-44
   0.73647484E-01  0.26988024E+00  0.14566499E+01  0.22438329E+00  0.66313036E-01  0.31750493E-01 -0.17969649E-01  0.36482900E-01  0.11210388E-43
   0.78767441E-01  0.26970163E+00  0.13475962E+01  0.22972660E+00  0.69829285E-01  0.32086123E-01 -0.18135669E-01  0.36856774E-01  0.12611686E-43
   0.84244154E-01  0.26984182E+00  0.12518947E+01  0.23641913E+00  0.73216833E-01  0.32404009E-01 -0.18290978E-01  0.37209939E-01  0.14012985E-43
   0.90093300E-01  0.27022895E+00  0.11678803E+01  0.24426685E+00  0.76418586E-01  0.32704435E-01 -0.18435804E-01  0.37542760E-01  0.14012985E-43
   0.96346252E-01  0.27079728E+00  0.10938021E+01  0.25306514E+00  0.79566300E-01  0.32988872E-01 -0.18570943E-01  0.37856910E-01  0.15414283E-43
   0.10303434E+00  0.27148840E+00  0.10281540E+01  0.26261458E+00  0.82835414E-01  0.33258818E-01 -0.18697189E-01  0.38154081E-01  0.16815582E-43
   0.11018112E+00  0.27225003E+00  0.96971047E+00  0.27272972E+00  0.86325966E-01  0.33515476E-01 -0.18815171E-01  0.38435631E-01  0.19618179E-43
   0.11781794E+00  0.27303740E+00  0.91736090E+00  0.28326991E+00  0.90101354E-01  0.33760294E-01 -0.18925615E-01  0.38703185E-01  0.21019477E-43
   0.12598401E+00  0.27381203E+00  0.87013930E+00  0.29413545E+00  0.94141372E-01  0.33994790E-01 -0.19029249E-01  0.38958415E-01  0.22420775E-43
   0.13471460E+00  0.27453929E+00  0.82727891E+00  0.30524200E+00  0.98380417E-01  0.34220148E-01 -0.19126613E-01  0.39202627E-01  0.23822074E-43
   0.14404501E+00  0.27518797E+00  0.78814590E+00  0.31651998E+00  0.10283208E+00  0.34437392E-01 -0.19218167E-01  0.39436936E-01  0.25223372E-43
   0.15402228E+00  0.27573019E+00  0.75217485E+00  0.32792142E+00  0.10745745E+00  0.34647632E-01 -0.19304363E-01  0.39662536E-01  0.28025969E-43
   0.16468559E+00  0.27613920E+00  0.71893090E+00  0.33939111E+00  0.11228094E+00  0.34851655E-01 -0.19385494E-01  0.39880261E-01  0.29427268E-43
   0.17608202E+00  0.27638999E+00  0.68803036E+00  0.35088152E+00  0.11723964E+00  0.35050269E-01 -0.19461831E-01  0.40090948E-01  0.30828566E-43
   0.18826644E+00  0.27645838E+00  0.65913939E+00  0.36234695E+00  0.12230930E+00  0.35244275E-01 -0.19533608E-01  0.40295418E-01  0.33631163E-43
   0.20129372E+00  0.27632055E+00  0.63198471E+00  0.37373465E+00  0.12752360E+00  0.35434339E-01 -0.19600969E-01  0.40494327E-01  0.35032462E-43
   0.21521483E+00  0.27595285E+00  0.60634673E+00  0.38497990E+00  0.13280883E+00  0.35620991E-01 -0.19663980E-01  0.40688168E-01  0.37835059E-43
   0.23010038E+00  0.27533132E+00  0.58200961E+00  0.39602140E+00  0.13816862E+00  0.35804939E-01 -0.19722717E-01  0.40877610E-01  0.40637655E-43
   0.24600910E+00  0.27443203E+00  0.55881417E+00  0.40677753E+00  0.14360929E+00  0.35986673E-01 -0.19777140E-01  0.41063070E-01  0.42038954E-43
   0.26301947E+00  0.27322999E+00  0.53660131E+00  0.41716561E+00  0.14900061E+00  0.36166847E-01 -0.19827206E-01  0.41245107E-01  0.44841551E-43
   0.28119805E+00  0.27170059E+00  0.51525503E+00  0.42707860E+00  0.15434647E+00  0.36345955E-01 -0.19872766E-01  0.41424092E-01  0.47644148E-43
   0.30063510E+00  0.26981699E+00  0.49465454E+00  0.43640655E+00  0.15960342E+00  0.36524709E-01 -0.19913647E-01  0.41600574E-01  0.49045446E-43
   0.32140896E+00  0.26755303E+00  0.47471416E+00  0.44501337E+00  0.16471496E+00  0.36703691E-01 -0.19949550E-01  0.41774940E-01  0.51848043E-43
   0.34361377E+00  0.26488048E+00  0.45535147E+00  0.45274901E+00  0.16961332E+00  0.36883652E-01 -0.19980112E-01  0.41947689E-01  0.54650640E-43
   0.36735535E+00  0.26176912E+00  0.43649375E+00  0.45944116E+00  0.17417358E+00  0.37065484E-01 -0.20004848E-01  0.42119402E-01  0.57453237E-43
   0.39273956E+00  0.25818780E+00  0.41808778E+00  0.46488699E+00  0.17825654E+00  0.37250157E-01 -0.20023093E-01  0.42290643E-01  0.58854536E-43
   0.41986829E+00  0.25410539E+00  0.40010026E+00  0.46885175E+00  0.18175350E+00  0.37438780E-01 -0.20033974E-01  0.42462010E-01  0.61657132E-43
   0.44883958E+00  0.24949062E+00  0.38251597E+00  0.47106808E+00  0.18452731E+00  0.37632648E-01 -0.20036342E-01  0.42634156E-01  0.63058431E-43
   0.47984946E+00  0.24429448E+00  0.36528352E+00  0.47122929E+00  0.18638766E+00  0.37834056E-01 -0.20028625E-01  0.42808428E-01  0.65861028E-43
