   0.39844305E-03  0.10849053E+02  0.19024716E+03  0.17805311E+00 -0.67526230E-06  0.25136343E+00  0.45699757E+00  0.46775568E+00  0.47917515E+00  0.49129680E+00
   0.50416732E+00  0.51782191E+00  0.53229314E+00  0.54762858E+00  0.56387228E+00  0.58106470E+00  0.59925097E+00  0.61847997E+00  0.63879561E+00  0.66024470E+00
   0.68287581E+00  0.70673156E+00  0.73186320E+00  0.75830609E+00  0.78611839E+00  0.81534028E+00  0.84600985E+00  0.87816924E+00  0.91184855E+00  0.94709438E+00
   0.98393154E+00  0.10223852E+01  0.10624843E+01  0.11042476E+01  0.11477073E+01  0.11928245E+01  0.12395802E+01  0.12881030E+01  0.13382217E+01  0.13900709E+01
   0.14434984E+01  0.14985361E+01  0.15550948E+01  0.16132007E+01  0.16728048E+01  0.17337537E+01  0.17960389E+01  0.18596188E+01  0.19243540E+01  0.19901582E+01
   0.20569859E+01  0.21247306E+01  0.21932647E+01  0.22625246E+01  0.23323677E+01  0.24026861E+01  0.24733949E+01  0.25443840E+01  0.26155050E+01  0.26866913E+01
   0.27577965E+01  0.28287461E+01  0.28993976E+01  0.29696836E+01  0.30394762E+01  0.31086884E+01  0.31772501E+01  0.32450757E+01  0.33120589E+01  0.33780832E+01
   0.34432335E+01  0.35073271E+01  0.35704103E+01  0.36323726E+01  0.36931741E+01  0.37528756E+01  0.38113673E+01  0.38687773E+01  0.39249890E+01  0.39800625E+01
   0.40340042E+01  0.40868759E+01  0.41386647E+01  0.41894393E+01  0.42392015E+01  0.42880397E+01  0.43359327E+01  0.43829665E+01  0.44291887E+01  0.44746175E+01
   0.45193233E+01  0.45633621E+01  0.46067500E+01  0.46495638E+01  0.46918468E+01  0.47336440E+01  0.47750115E+01  0.48160076E+01  0.48566852E+01  0.48971086E+01
   0.49373398E+01  0.49774499E+01  0.50175290E+01  0.50576019E+01  0.50977926E+01  0.51382480E+01  0.51791029E+01  0.52204595E+01  0.52624521E+01  0.53054099E+01
   0.53495331E+01  0.53952074E+01  0.54428830E+01  0.54931488E+01  0.55469313E+01  0.56054235E+01  0.56705670E+01  0.57454338E+01  0.58354793E+01  0.59515224E+01
   0.61170549E+01  0.63826447E+01  0.68482771E+01  0.77102060E+01  0.94785185E+01  0.12794625E+02  0.12911216E+02  0.12866173E+02  0.12821512E+02  0.12786268E+02
   0.12758000E+02  0.12734161E+02  0.12715431E+02  0.12701622E+02  0.12693520E+02  0.12690148E+02  0.12690149E+02  0.00000000E+00  0.00000000E+00  0.00000000E+00
   0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -0.34503353E+00 -0.35315591E+00 -0.36177686E+00
  -0.37092710E+00 -0.38064170E+00 -0.39094698E+00 -0.40186742E+00 -0.41343871E+00 -0.42569375E+00 -0.43866283E+00 -0.45237958E+00 -0.46688062E+00 -0.48219869E+00
  -0.49836847E+00 -0.51542628E+00 -0.53340364E+00 -0.55233842E+00 -0.57225680E+00 -0.59320170E+00 -0.61520261E+00 -0.63828737E+00 -0.66248649E+00 -0.68782181E+00
  -0.71432680E+00 -0.74201918E+00 -0.77091610E+00 -0.80103809E+00 -0.83239734E+00 -0.86501628E+00 -0.89886343E+00 -0.93392283E+00 -0.97028857E+00 -0.10078297E+01
  -0.10466446E+01 -0.10866163E+01 -0.11277660E+01 -0.11700239E+01 -0.12134061E+01 -0.12578728E+01 -0.13033059E+01 -0.13496952E+01 -0.13970060E+01 -0.14451306E+01
  -0.14940004E+01 -0.15435779E+01 -0.15937792E+01 -0.16445056E+01 -0.16957058E+01 -0.17472695E+01 -0.17991123E+01 -0.18511676E+01 -0.19033495E+01 -0.19555447E+01
