   0.36770999E+00  0.37899068E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   0.42593348E-03  0.33798698E+00  0.13694170E+02  0.18141285E+00 -0.89100450E-06  0.62577564E+00  0.56238468E-02 -0.30010338E-02  0.63744690E-02  0.00000000E+00
   0.45813277E-03  0.33757493E+00  0.13619413E+02  0.18141285E+00  0.11343139E-01  0.62577564E+00  0.57599852E-02 -0.30736807E-02  0.65287780E-02  0.00000000E+00
   0.49253489E-03  0.33713952E+00  0.13540365E+02  0.18141308E+00  0.11382254E-01  0.10279416E+00  0.59047341E-02 -0.31509143E-02  0.66928430E-02  0.00000000E+00
   0.52930298E-03  0.33667946E+00  0.13456811E+02  0.18141329E+00  0.11436399E-01  0.10335908E+00  0.60586436E-02 -0.32330262E-02  0.68672863E-02  0.00000000E+00
   0.56862744E-03  0.33619341E+00  0.13368488E+02  0.18141340E+00  0.11495266E-01  0.10336899E+00  0.62223561E-02 -0.33203580E-02  0.70528360E-02  0.00000000E+00
   0.61067147E-03  0.33568048E+00  0.13275228E+02  0.18141340E+00  0.11556866E-01  0.10330483E+00  0.63963733E-02 -0.34131748E-02  0.72500589E-02  0.00000000E+00
   0.65559818E-03  0.33513996E+00  0.13176888E+02  0.18141334E+00  0.11621528E-01  0.10324435E+00  0.65811714E-02 -0.35117283E-02  0.74594943E-02  0.00000000E+00
   0.70362515E-03  0.33457056E+00  0.13073231E+02  0.18141317E+00  0.11689229E-01  0.10318739E+00  0.67774244E-02 -0.36163754E-02  0.76819044E-02  0.00000000E+00
   0.75496995E-03  0.33397138E+00  0.12964061E+02  0.18141288E+00  0.11760358E-01  0.10310301E+00  0.69857701E-02 -0.37274535E-02  0.79180105E-02  0.00000000E+00
   0.80985011E-03  0.33334157E+00  0.12849216E+02  0.18141246E+00  0.11833844E-01  0.10300945E+00  0.72068074E-02 -0.38452782E-02  0.81684906E-02  0.00000000E+00
   0.86851051E-03  0.33268023E+00  0.12728519E+02  0.18141194E+00  0.11910542E-01  0.10300364E+00  0.74412031E-02 -0.39702021E-02  0.84340982E-02  0.00000000E+00
   0.93122304E-03  0.33198637E+00  0.12601777E+02  0.18141133E+00  0.11992947E-01  0.10303476E+00  0.76896874E-02 -0.41026091E-02  0.87156584E-02  0.00000000E+00
   0.99825952E-03  0.33125946E+00  0.12468846E+02  0.18141067E+00  0.12080470E-01  0.10299508E+00  0.79529341E-02 -0.42428542E-02  0.90139322E-02  0.00000000E+00
   0.10699192E-02  0.33049881E+00  0.12329582E+02  0.18141000E+00  0.12171360E-01  0.10293426E+00  0.82316706E-02 -0.43913191E-02  0.93297418E-02  0.00000000E+00
   0.11465285E-02  0.32970384E+00  0.12183846E+02  0.18140933E+00  0.12266743E-01  0.10289110E+00  0.85266689E-02 -0.45484100E-02  0.96639600E-02  0.00000000E+00
   0.12284138E-02  0.32887426E+00  0.12031558E+02  0.18140878E+00  0.12366491E-01  0.10281745E+00  0.88386275E-02 -0.47144918E-02  0.10017374E-01  0.00000000E+00
   0.13159555E-02  0.32800958E+00  0.11872602E+02  0.18140836E+00  0.12469484E-01  0.10276793E+00  0.91683725E-02 -0.48899977E-02  0.10390916E-01  0.00000000E+00
   0.14095075E-02  0.32711014E+00  0.11706980E+02  0.18140820E+00  0.12578158E-01  0.10272928E+00  0.95165400E-02 -0.50752568E-02  0.10785303E-01  0.00000000E+00
   0.15095320E-02  0.32617545E+00  0.11534575E+02  0.18140836E+00  0.12690874E-01  0.10265493E+00  0.98840799E-02 -0.52707661E-02  0.11201607E-01  0.00000000E+00
   0.16164640E-02  0.32520598E+00  0.11355408E+02  0.18140903E+00  0.12807447E-01  0.10260212E+00  0.10271733E-01 -0.54769097E-02  0.11640663E-01  0.00000000E+00
   0.17307660E-02  0.32420230E+00  0.11169526E+02  0.18141037E+00  0.12929316E-01  0.10257061E+00  0.10680227E-01 -0.56940629E-02  0.12103288E-01  0.00000000E+00
   0.18529549E-02  0.32316509E+00  0.10976982E+02  0.18141262E+00  0.13056464E-01  0.10252929E+00  0.11110356E-01 -0.59226356E-02  0.12590379E-01  0.00000000E+00
   0.19835469E-02  0.32209542E+00  0.10777921E+02  0.18141609E+00  0.13188343E-01  0.10246855E+00  0.11562778E-01 -0.61629633E-02  0.13102669E-01  0.00000000E+00
   0.21231677E-02  0.32099420E+00  0.10572415E+02  0.18142110E+00  0.13324115E-01  0.10243011E+00  0.12038385E-01 -0.64155050E-02  0.13641167E-01  0.00000000E+00
   0.22724159E-02  0.31986305E+00  0.10360685E+02  0.18142809E+00  0.13466090E-01  0.10242913E+00  0.12537805E-01 -0.66805771E-02  0.14206572E-01  0.00000000E+00
   0.24319438E-02  0.31870389E+00  0.10142974E+02  0.18143754E+00  0.13614721E-01  0.10241430E+00  0.13061675E-01 -0.69584986E-02  0.14799597E-01  0.00000000E+00
