   0.41986829E+00  0.11196907E+00  0.18175350E+00  0.27071214E+00  0.53213465E+00  0.46885175E+00  0.25410539E+00  0.11196907E+00  0.22435150E-06  0.20763181E-01  0.36245845E-06
   0.44883958E+00  0.11548571E+00  0.18452731E+00  0.23898354E+00  0.45236728E+00  0.47106808E+00  0.24949062E+00  0.11548571E+00  0.11112480E-06  0.22909436E-01  0.15606297E-06
   0.47984946E+00  0.11845089E+00  0.18638766E+00  0.20573957E+00  0.37586072E+00  0.47122929E+00  0.24429448E+00  0.11845089E+00 -0.10403142E-07  0.24950838E-01 -0.12286353E-07
   0.51297635E+00  0.12066296E+00  0.18706779E+00  0.17122164E+00  0.30276066E+00  0.46896768E+00  0.23848447E+00  0.12066296E+00 -0.14025528E-06  0.26814666E-01 -0.13170406E-06
   0.54841620E+00  0.12192518E+00  0.18632388E+00  0.13568522E+00  0.23306221E+00  0.46384650E+00  0.23200367E+00  0.12192518E+00 -0.27919035E-06  0.28419122E-01 -0.18625015E-06
   0.58628666E+00  0.12199256E+00  0.18385662E+00  0.99588454E-01  0.16696431E+00  0.45535356E+00  0.22480224E+00  0.12199256E+00 -0.42798877E-06  0.29656973E-01 -0.14950075E-06
   0.62674457E+00  0.12056781E+00  0.17929205E+00  0.63513681E-01  0.10460886E+00  0.44286966E+00  0.21681200E+00  0.12056781E+00 -0.58733275E-06  0.30397078E-01  0.23959220E-07
   0.67002511E+00  0.11729456E+00  0.17217508E+00  0.28248684E-01  0.46123061E-01  0.42560336E+00  0.20792872E+00  0.11729456E+00 -0.75817661E-06  0.30469581E-01  0.41743360E-06
   0.71624595E+00  0.11175806E+00  0.16197464E+00 -0.48901504E-02 -0.80205575E-02  0.40261194E+00  0.19803518E+00  0.11175806E+00 -0.94127000E-06  0.29643221E-01  0.11918120E-05
   0.76572061E+00  0.10344129E+00  0.14798772E+00 -0.33985265E-01 -0.57140172E-01  0.37258369E+00  0.18690130E+00  0.10344129E+00 -0.11381135E-05  0.27586414E-01  0.26960797E-05
   0.81856674E+00  0.91756858E-01  0.12935515E+00 -0.55579126E-01 -0.98994941E-01  0.33394408E+00  0.17418998E+00  0.91756858E-01 -0.13452382E-05  0.24024274E-01  0.57438765E-05
   0.87505883E+00  0.76128848E-01  0.10516728E+00 -0.63686326E-01 -0.12724371E+00  0.28462774E+00  0.15917665E+00  0.76128848E-01 -0.15383280E-05  0.19546280E-01  0.12303200E-04
   0.93543208E+00  0.56551054E-01  0.75566120E-01 -0.49671255E-01 -0.12375609E+00  0.22256109E+00  0.14020896E+00  0.56551054E-01 -0.16348987E-05  0.15726630E-01  0.25665267E-04
   0.10000000E+01  0.33903617E-01  0.42356499E-01 -0.14148228E-01 -0.53637344E-01  0.14683087E+00  0.11280293E+00  0.33903617E-01 -0.15856704E-05  0.12321007E-01  0.42761236E-04
   0.10689980E+01  0.75551285E-02  0.86716693E-02  0.27431212E-02  0.21690380E-01  0.59895653E-01  0.62147807E-01  0.75551285E-02 -0.72128506E-06  0.34378113E-02  0.25917816E-04
   0.11427788E+01  0.40646968E-03  0.40844505E-03  0.39871744E-03  0.31984607E-02  0.66320393E-02  0.65115904E-02  0.40646968E-03 -0.48107005E-07  0.22258550E-03  0.19490631E-05
   0.12216167E+01  0.16109749E-05  0.16045334E-05  0.25620031E-05  0.92820947E-05  0.12109053E-03  0.49868133E-04  0.16109749E-05 -0.71909534E-10  0.86153176E-06  0.47766555E-08
   0.13059433E+01  0.18482192E-09  0.66626031E-10  0.20817634E-09  0.11357709E-09  0.48043455E-06 -0.88951353E-07  0.18482192E-09  0.27571156E-13  0.15092669E-09  0.45564691E-12
   0.13960327E+01 -0.19130679E-16  0.13722881E-17  0.11063881E-16  0.15440464E-17  0.96137326E-11 -0.26952438E-11 -0.19130679E-16  0.10997623E-17 -0.22762153E-16  0.58244037E-17
   0.14923555E+01 -0.15040840E-28  0.11543744E-30  0.21691422E-29  0.11281371E-30  0.98263693E-19 -0.23497607E-19 -0.15040840E-28  0.18440403E-25 -0.32038335E-28  0.53108920E-25
   0.15953426E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.46805581E-32 -0.10639093E-32  0.00000000E+00  0.11009582E-38  0.00000000E+00  0.15914491E-38
   0.17053866E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.13963939E-40  0.13746738E-40  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   0.18230360E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.37361237E-38  0.47880617E-38  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   0.19488397E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.31934488E-35  0.40761303E-35  0.00000000E+00 -0.14012985E-43  0.00000000E+00  0.43860642E-42
   0.20832679E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.18182998E-32  0.23135898E-32  0.00000000E+00 -0.46901460E-41  0.00000000E+00  0.14029520E-39
   0.22269876E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.79699410E-30  0.10109544E-29  0.00000000E+00 -0.23363849E-40  0.00000000E+00  0.66821618E-39
   0.23806257E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10625668E-27  0.13433807E-27  0.00000000E+00  0.82391109E-37  0.00000000E+00 -0.22864692E-35
   0.25448489E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.63638079E-26  0.80309900E-26  0.00000000E+00  0.78586088E-35  0.00000000E+00 -0.20434853E-33
   0.27204015E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.29538667E-24  0.37174010E-24  0.00000000E+00  0.87159609E-33  0.00000000E+00 -0.22112503E-31
