   0.39308000E+00  0.37674505E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   0.39844305E-03  0.34493148E+00  0.20199036E+02  0.17805311E+00 -0.67526236E-06  0.25136346E+00  0.68868631E-02 -0.51995870E-02  0.86292867E-02  0.00000000E+00
   0.42856415E-03  0.34419498E+00  0.20043657E+02  0.17805311E+00  0.45997240E-02  0.25136346E+00  0.70489855E-02 -0.53219898E-02  0.88324277E-02  0.00000000E+00
   0.46074588E-03  0.34341934E+00  0.19880003E+02  0.17805336E+00  0.46791006E-02  0.99622421E-01  0.72210743E-02 -0.54519055E-02  0.90480484E-02  0.00000000E+00
   0.49514096E-03  0.34260300E+00  0.19707735E+02  0.17805338E+00  0.47432389E-02  0.99438362E-01  0.74037453E-02 -0.55897976E-02  0.92769219E-02  0.00000000E+00
   0.53192733E-03  0.34174407E+00  0.19526440E+02  0.17805272E+00  0.48253201E-02  0.99771239E-01  0.75977021E-02 -0.57361950E-02  0.95199272E-02  0.00000000E+00
   0.57125778E-03  0.34084156E+00  0.19335905E+02  0.17805129E+00  0.49104844E-02  0.99659838E-01  0.78034736E-02 -0.58914935E-02  0.97777247E-02  0.00000000E+00
   0.61328482E-03  0.33989483E+00  0.19135975E+02  0.17804898E+00  0.49985973E-02  0.99526539E-01  0.80215521E-02 -0.60560624E-02  0.10050930E-01  0.00000000E+00
   0.65821205E-03  0.33890232E+00  0.18926338E+02  0.17804569E+00  0.50889733E-02  0.99410526E-01  0.82526542E-02 -0.62304391E-02  0.10340439E-01  0.00000000E+00
   0.70624304E-03  0.33786306E+00  0.18706760E+02  0.17804128E+00  0.51830360E-02  0.99335164E-01  0.84974440E-02 -0.64151203E-02  0.10647081E-01  0.00000000E+00
   0.75758115E-03  0.33677641E+00  0.18477095E+02  0.17803562E+00  0.52812174E-02  0.99226296E-01  0.87565305E-02 -0.66105621E-02  0.10971616E-01  0.00000000E+00
   0.81245549E-03  0.33564168E+00  0.18237181E+02  0.17802854E+00  0.53816992E-02  0.99091485E-01  0.90305936E-02 -0.68172710E-02  0.11314893E-01  0.00000000E+00
   0.87112043E-03  0.33445826E+00  0.17986858E+02  0.17801991E+00  0.54850625E-02  0.98991767E-01  0.93203699E-02 -0.70357984E-02  0.11677831E-01  0.00000000E+00
   0.93383028E-03  0.33322605E+00  0.17726070E+02  0.17800960E+00  0.55925082E-02  0.98902225E-01  0.96265236E-02 -0.72666383E-02  0.12061260E-01  0.00000000E+00
   0.10008649E-02  0.33194491E+00  0.17454779E+02  0.17799747E+00  0.57034926E-02  0.98774210E-01  0.99497568E-02 -0.75103142E-02  0.12466053E-01  0.00000000E+00
   0.10725298E-02  0.33061492E+00  0.17172958E+02  0.17798337E+00  0.58164247E-02  0.98634899E-01  0.10290803E-01 -0.77673718E-02  0.12893126E-01  0.00000000E+00
   0.11491299E-02  0.32923684E+00  0.16880733E+02  0.17796724E+00  0.59320708E-02  0.98507039E-01  0.10650305E-01 -0.80382871E-02  0.13343277E-01  0.00000000E+00
   0.12310217E-02  0.32781112E+00  0.16578165E+02  0.17794891E+00  0.60502351E-02  0.98361775E-01  0.11029033E-01 -0.83236303E-02  0.13817467E-01  0.00000000E+00
   0.13185357E-02  0.32633948E+00  0.16265554E+02  0.17792833E+00  0.61697364E-02  0.98213486E-01  0.11427523E-01 -0.86237965E-02  0.14316360E-01  0.00000000E+00
   0.14121045E-02  0.32482255E+00  0.15942990E+02  0.17790537E+00  0.62912698E-02  0.98075747E-01  0.11846649E-01 -0.89394320E-02  0.14841042E-01  0.00000000E+00
   0.15121349E-02  0.32326236E+00  0.15610823E+02  0.17788005E+00  0.64146831E-02  0.97925752E-01  0.12287016E-01 -0.92709819E-02  0.15392266E-01  0.00000000E+00
   0.16190597E-02  0.32166117E+00  0.15269474E+02  0.17785232E+00  0.65388293E-02  0.97772203E-01  0.12749201E-01 -0.96188644E-02  0.15970744E-01  0.00000000E+00
   0.17333622E-02  0.32002145E+00  0.14919368E+02  0.17782226E+00  0.66641527E-02  0.97626500E-01  0.13233836E-01 -0.99835405E-02  0.16577259E-01  0.00000000E+00
   0.18555255E-02  0.31834644E+00  0.14561098E+02  0.17779000E+00  0.67904294E-02  0.97477369E-01  0.13741377E-01 -0.10365338E-01  0.17212370E-01  0.00000000E+00
   0.19861353E-02  0.31663880E+00  0.14195131E+02  0.17775567E+00  0.69171404E-02  0.97325668E-01  0.14272524E-01 -0.10764764E-01  0.17876944E-01  0.00000000E+00
   0.21257505E-02  0.31490251E+00  0.13822186E+02  0.17771950E+00  0.70440504E-02  0.97175889E-01  0.14827654E-01 -0.11182082E-01  0.18571436E-01  0.00000000E+00
