   0.37273613E-03  0.46985999E+00  0.14905388E-01 -0.10579412E-01  0.12293540E+02  0.28829939E+01  0.32651612E+00  0.37562525E+00  0.48512844E+02  0.10045314E+03  0.10006393E+01 -0.17946768E+00  0.18082769E+00  0.38496175E+00  0.22661268E-03 -0.18212426E-05 -0.11401348E-05 -0.13291451E-05  0.45538092E+01  0.11864297E+01  0.35057463E-04  0.11787994E+02
   0.40091385E-03  0.50537997E+00  0.15228913E-01 -0.10809040E-01  0.12292892E+02  0.28828928E+01  0.32651612E+00  0.37907389E+00  0.48207874E+02  0.99516251E+02  0.10064213E+01 -0.18064110E+00  0.18200330E+00  0.38697603E+00  0.22947993E-03  0.68054249E-03 -0.10544565E+00  0.12216400E+00  0.42752080E+01  0.11789714E+01  0.35298286E-04  0.11787018E+02
   0.43101929E-03  0.54332995E+00  0.15570004E-01 -0.11051127E-01  0.12292208E+02  0.28827863E+01  0.32652357E+00  0.38266909E+00  0.47886097E+02  0.98538124E+02  0.10065823E+01 -0.18063197E+00  0.18197975E+00  0.38646480E+00  0.23277533E-03  0.26711206E-04 -0.10452539E+00  0.12254477E+00  0.40170007E+01  0.11711020E+01  0.35555586E-04  0.11785980E+02
   0.46319523E-03  0.58389002E+00  0.15929529E-01 -0.11306288E-01  0.12291488E+02  0.28826742E+01  0.32653946E+00  0.38641337E+00  0.47546772E+02  0.97518547E+02  0.10068213E+01 -0.18063380E+00  0.18196627E+00  0.38631874E+00  0.23624134E-03 -0.64985751E-03 -0.10356107E+00  0.12288547E+00  0.37773199E+01  0.11628035E+01  0.34614361E-04  0.11784851E+02
   0.49760821E-03  0.62726998E+00  0.16308496E-01 -0.11575234E-01  0.12290729E+02  0.28825560E+01  0.32656491E+00  0.39031035E+00  0.47189018E+02  0.96456352E+02  0.10069904E+01 -0.18063670E+00  0.18195331E+00  0.38608083E+00  0.23978874E-03 -0.13502310E-02 -0.10255390E+00  0.12323803E+00  0.35544338E+01  0.11540543E+01  0.33841337E-04  0.11783691E+02
   0.53440110E-03  0.67365003E+00  0.16707519E-01 -0.11858402E-01  0.12289930E+02  0.28824317E+01  0.32660124E+00  0.39435893E+00  0.46812309E+02  0.95351677E+02  0.10065300E+01 -0.18063596E+00  0.18193556E+00  0.38641927E+00  0.24350155E-03 -0.20683194E-02 -0.10149983E+00  0.12360775E+00  0.33470201E+01  0.11448416E+01  0.33413460E-04  0.11782440E+02
   0.57371665E-03  0.72320998E+00  0.17127106E-01 -0.12156149E-01  0.12289092E+02  0.28823009E+01  0.32664979E+00  0.39855641E+00  0.46416286E+02  0.94205040E+02  0.10061992E+01 -0.18063416E+00  0.18191510E+00  0.38647810E+00  0.24743596E-03 -0.28045485E-02 -0.10039887E+00  0.12398848E+00  0.31538999E+01  0.11351564E+01  0.32902059E-04  0.11781158E+02
   0.61574526E-03  0.77618998E+00  0.17568164E-01 -0.12469115E-01  0.12288212E+02  0.28821635E+01  0.32671195E+00  0.40290341E+00  0.46000217E+02  0.93016068E+02  0.10061877E+01 -0.18063276E+00  0.18189406E+00  0.38703293E+00  0.25155948E-03 -0.35615386E-02 -0.99252298E-01  0.12438045E+00  0.29738190E+01  0.11249810E+01  0.32556818E-04  0.11779755E+02
   0.66067732E-03  0.83283001E+00  0.18031448E-01 -0.12797835E-01  0.12287288E+02  0.28820186E+01  0.32678929E+00  0.40739840E+00  0.45563557E+02  0.91784935E+02  0.10066990E+01 -0.18063280E+00  0.18187344E+00  0.38772941E+00  0.25577622E-03 -0.43378263E-02 -0.98059073E-01  0.12478359E+00  0.28057106E+01  0.11143020E+01  0.32146989E-04  0.11778290E+02
   0.70870318E-03  0.89336997E+00  0.18517582E-01 -0.13142748E-01  0.12286318E+02  0.28818669E+01  0.32688341E+00  0.41203773E+00  0.45105915E+02  0.90512360E+02  0.10077170E+01 -0.18063468E+00  0.18185320E+00  0.38725659E+00  0.26004956E-03 -0.51318756E-02 -0.96818149E-01  0.12519501E+00  0.26486526E+01  0.11031100E+01  0.31801173E-04  0.11776733E+02
